ID,Age,Gender,Income,Married,Product
2203,40,Female,78000,No,B
2204,33,Female,69000,No,B
2205,34,Female,81000,No,B
2206,37,Female,74500,No,A
2207,29,Female,69000,No,A
2208,46,Female,79000,Yes,B
2209,39,Male,79000,Yes,C
2210,32,Male,75000,Yes,D
2211,42,Male,68500,No,C
2212,54,Female,67500,No,B
2213,46,Female,87500,No,B
2214,53,Male,77000,No,D
2215,40,Male,100000,Yes,D
2216,53,Female,87500,No,B
2217,52,Female,94500,Yes,A
2218,38,Female,74500,Yes,B
2219,49,Male,74000,No,C
2220,45,Male,92000,No,C
2221,41,Female,83000,No,B
2222,22,Male,57500,No,C
2223,23,Male,68000,Yes,C
2224,44,Female,89000,No,B
2225,47,Female,86500,No,B
2226,44,Male,85500,No,C
2227,32,Female,82000,No,A
2228,52,Male,73500,No,D
2229,46,Male,73500,Yes,C
2230,53,Female,98000,Yes,A
2231,41,Female,88000,Yes,B
2232,45,Female,66000,No,B
2233,55,Female,95000,No,A
2234,39,Male,98500,Yes,D
2235,31,Male,58500,No,D
2236,29,Female,57500,No,B
2237,30,Female,53000,No,A
2238,32,Female,57500,No,B
2239,37,Female,81000,Yes,A
2240,37,Female,80500,No,B
2241,19,Male,44000,Yes,D
2242,31,Male,69000,No,D
2243,42,Male,51500,No,C
2244,39,Female,79000,No,B
2245,24,Male,76500,Yes,D
2246,50,Female,75000,Yes,B
2247,22,Female,62000,No,B
2248,36,Male,61000,No,C
2249,51,Male,90000,Yes,D
2250,34,Female,78000,No,A
2251,30,Female,86000,No,B
2252,39,Female,61000,Yes,B
2253,33,Male,49000,No,C
2254,33,Female,66500,No,B
2255,39,Female,64000,No,A
2256,50,Female,72500,No,B
2257,31,Female,69000,Yes,B
2258,53,Female,101500,No,A
2259,44,Male,95500,Yes,D
2260,35,Male,54000,No,D
2261,44,Male,71500,No,C
2262,48,Female,81000,Yes,B
2263,43,Male,97500,Yes,D
2264,47,Female,69000,No,B
2265,55,Male,105500,Yes,D
2266,55,Male,79000,Yes,C
2267,57,Female,68500,No,B
2268,19,Male,70000,No,C
2269,48,Male,76500,No,D
2270,45,Male,111500,Yes,D
2271,38,Female,64500,No,B
2272,42,Male,88500,No,C
2273,45,Female,66500,No,B
2274,26,Male,83000,Yes,D
2275,47,Female,85000,No,B
2276,45,Female,74500,No,A
2277,24,Female,61500,Yes,B
2278,49,Female,63000,No,B
2279,27,Female,64500,No,B
2280,39,Male,84000,No,D
2281,54,Male,87500,Yes,D
2282,54,Male,92500,Yes,D
2283,38,Female,77500,No,B
2284,35,Male,44000,Yes,D
2285,32,Male,64000,Yes,C
2286,30,Male,66500,No,C
2287,24,Female,77000,Yes,A
2288,53,Female,82000,Yes,B
2289,36,Female,67500,No,B
2290,30,Female,77500,Yes,B
2291,39,Female,73500,Yes,B
2292,40,Female,67500,Yes,B
2293,30,Female,57000,No,B
2294,40,Male,93000,Yes,C
2295,32,Female,75500,Yes,B
2296,30,Female,73000,No,A
2297,46,Male,63000,No,C
2298,36,Male,81000,No,D
2299,46,Female,67000,No,B
2300,19,Male,52500,No,D
2301,29,Female,74000,Yes,A
2302,32,Female,76000,No,A
2303,26,Male,70500,Yes,C
2304,42,Male,70000,Yes,C
2305,50,Male,94500,No,C
2306,48,Female,80000,No,B
2307,51,Female,81000,Yes,B
2308,49,Female,87500,Yes,B
2309,52,Male,91000,No,C
2310,50,Female,67000,Yes,A
2311,29,Female,46000,No,B
2312,55,Male,93000,Yes,D
2313,57,Male,73000,No,D
2314,49,Male,78500,Yes,C
2315,40,Female,74000,No,B
2316,47,Female,92000,Yes,A
2317,46,Male,94500,No,C
2318,37,Male,83500,Yes,C
2319,41,Female,84500,No,A
2320,24,Female,68000,Yes,A
2321,54,Male,96500,Yes,D
2322,50,Male,102000,No,D
2323,33,Male,61500,No,C
2324,46,Female,56500,No,A
2325,41,Female,80500,Yes,A
2326,50,Female,65500,No,B
2327,54,Male,71500,Yes,D
2328,36,Female,75500,Yes,B
2329,29,Male,89500,Yes,C
2330,46,Male,90500,Yes,C
2331,27,Female,65000,Yes,B
2332,30,Female,48500,No,A
2333,39,Male,89000,No,C
2334,36,Female,81500,Yes,B
2335,27,Male,64000,Yes,D
2336,44,Male,75500,Yes,D
2337,36,Male,91000,No,C
2338,40,Female,88500,Yes,B
2339,46,Female,75500,Yes,A
2340,48,Male,79500,No,C
2341,38,Male,60000,Yes,D
2342,32,Female,47000,No,B
2343,19,Female,68500,No,A
2344,46,Female,87000,No,B
2345,35,Male,73000,Yes,D
2346,38,Female,91000,Yes,A
2347,44,Female,85000,No,B
2348,34,Male,80500,No,C
2349,26,Male,69000,Yes,C
2350,58,Female,91500,Yes,A
2351,48,Female,98500,No,A
2352,47,Female,66000,No,B
2353,40,Female,79500,Yes,B
2354,30,Male,67500,No,C
2355,35,Male,68000,No,C
2356,47,Male,72000,No,C
2357,36,Male,64000,Yes,D
2358,24,Male,51500,Yes,D
2359,40,Female,93000,No,A
2360,33,Male,80500,Yes,C
2361,44,Male,66000,No,D
2362,39,Female,84000,No,B
2363,41,Male,89000,Yes,C
2364,29,Female,65500,Yes,B
2365,45,Female,84500,Yes,A
2366,29,Male,69500,No,C
2367,51,Female,63500,No,B
2368,31,Female,93500,Yes,A
2369,35,Male,77000,No,C
2370,42,Male,68000,Yes,D
2371,43,Female,68500,No,B
2372,37,Male,84500,No,C
2373,34,Male,59000,No,C
2374,50,Female,93000,Yes,A
2375,43,Male,68000,No,C
2376,27,Male,63500,No,C
2377,43,Female,89000,No,B
2378,43,Male,75000,Yes,D
2379,33,Male,72500,No,C
2380,35,Female,76500,Yes,B
2381,25,Female,53500,No,B
2382,54,Female,75000,No,B
2383,18,Female,40000,Yes,A
2384,53,Female,77500,No,B
2385,36,Female,74000,Yes,B
2386,21,Female,75500,No,B
2387,41,Female,59500,No,B
2388,40,Male,66000,No,D
2389,44,Female,78000,No,B
2390,45,Male,70000,No,C
2391,36,Male,71000,Yes,D
2392,42,Male,76000,No,D
2393,33,Male,69500,Yes,D
2394,53,Male,78000,No,C
2395,47,Female,71000,No,B
2396,39,Male,73000,Yes,C
2397,47,Male,78000,No,C
2398,20,Male,57000,No,C
2399,43,Female,92000,Yes,A
2400,22,Male,73000,No,C
2401,47,Male,67000,Yes,C
2402,23,Male,81000,No,C
2403,58,Female,62000,Yes,B
2404,35,Male,57000,No,D
2405,47,Female,80500,Yes,B
2406,29,Female,49500,No,B
2407,29,Female,67000,Yes,B
2408,24,Male,73500,No,C
2409,36,Female,59000,No,A
2410,39,Female,84500,No,B
2411,50,Male,82000,No,C
2412,23,Female,78000,No,A
2413,29,Female,65500,Yes,B
2414,29,Female,66000,Yes,B
2415,36,Female,80500,No,B
2416,42,Male,75500,No,C
2417,42,Female,59500,No,B
2418,50,Male,70500,Yes,D
2419,31,Female,73000,No,B
2420,55,Male,101000,Yes,C
2421,54,Female,91000,Yes,A
2422,29,Female,78500,No,B
2423,28,Female,79500,No,B
2424,39,Male,101000,No,D
2425,39,Male,72000,No,D
2426,32,Male,71000,No,C
2427,39,Male,78500,No,D
2428,55,Male,75000,Yes,D
2429,43,Female,80000,No,B
2430,22,Female,74500,No,B
2431,50,Female,66000,Yes,B
2432,38,Male,59500,No,C
2433,30,Female,85500,Yes,A
2434,24,Male,68500,Yes,C
2435,23,Male,100500,Yes,D
2436,23,Female,71500,No,B
2437,28,Female,54000,No,A
2438,40,Male,84000,Yes,D
2439,42,Male,58500,No,D
2440,50,Male,76500,No,D
2441,45,Female,84500,No,A
2442,36,Male,64000,Yes,C
2443,46,Male,76500,No,C
2444,34,Female,82500,No,B
2445,26,Female,81500,Yes,B
2446,19,Female,66000,Yes,B
2447,45,Male,46500,Yes,D
2448,31,Female,76000,No,B
2449,26,Male,53500,No,C
2450,44,Male,70500,Yes,D
2451,29,Female,85500,Yes,B
2452,50,Female,90000,No,B
2453,55,Male,93500,No,C
2454,39,Male,69500,No,C
2455,47,Female,70500,No,B
2456,55,Male,94500,Yes,D
2457,47,Female,64500,Yes,B
2458,37,Male,86000,No,C
2459,52,Female,85500,No,B
2460,26,Male,62500,No,C
2461,21,Male,84500,No,D
2462,34,Male,66500,No,D
2463,34,Male,73000,No,D
2464,46,Female,106500,No,A
2465,52,Female,78500,Yes,B
2466,46,Male,98500,No,C
2467,47,Male,68000,No,D
2468,46,Female,75000,No,B
2469,43,Male,82000,No,D
2470,37,Female,71000,No,B
2471,50,Female,109000,Yes,A
2472,29,Female,65500,No,B
2473,42,Female,81500,No,B
2474,41,Male,47500,No,D
2475,34,Female,89000,Yes,B
2476,31,Female,78500,Yes,B
2477,23,Female,54500,Yes,B
2478,25,Female,73500,No,A
2479,35,Female,70500,No,A
2480,47,Male,70000,No,D
2481,36,Female,56500,No,B
2482,54,Female,102500,Yes,A
2483,47,Male,69000,No,C
2484,51,Female,76500,No,B
2485,40,Female,88000,Yes,A
2486,43,Male,47000,No,D
2487,33,Female,50000,No,A
2488,49,Male,104500,Yes,D
2489,31,Male,75000,No,C
2490,25,Female,67500,Yes,B
2491,37,Female,73500,Yes,A
2492,30,Female,66500,No,B
2493,38,Male,84500,Yes,C
2494,24,Female,74500,No,B
2495,39,Female,58000,No,B
2496,27,Male,76500,Yes,D
2497,42,Female,82500,No,B
2498,26,Male,55000,No,C
2499,52,Female,108000,No,A
2500,25,Male,78500,No,D
2501,37,Male,49000,No,C
2502,44,Male,74000,Yes,C
2503,42,Male,76500,Yes,D
2504,44,Female,76000,Yes,A
2505,34,Female,60000,No,B
2506,38,Male,58000,No,C
2507,38,Female,76500,No,B
2508,44,Male,101000,Yes,D
2509,48,Female,83500,No,A
2510,29,Female,77000,No,B
2511,28,Female,62500,Yes,B
2512,48,Female,83000,No,B
2513,32,Male,52500,No,D
2514,35,Male,65500,Yes,D
2515,48,Male,89500,Yes,C
2516,51,Female,95500,Yes,A
2517,32,Male,79500,Yes,D
2518,27,Male,65000,Yes,C
2519,47,Male,46000,Yes,C
2520,31,Female,63000,No,B
2521,54,Male,75000,Yes,D
2522,29,Male,63000,No,D
2523,52,Female,98000,Yes,A
2524,42,Female,75500,Yes,B
2525,39,Female,81000,No,B
2526,32,Male,67500,No,C
2527,29,Male,85000,Yes,D
2528,43,Female,82000,No,B
2529,56,Female,85000,No,A
2530,39,Male,54500,No,C
2531,43,Female,71000,No,B
2532,23,Female,52500,No,B
2533,23,Female,73500,No,B
2534,41,Male,78500,No,D
2535,32,Male,35000,Yes,C
2536,43,Male,105500,Yes,D
2537,33,Female,88000,No,B
2538,27,Female,83500,No,B
2539,41,Male,73000,Yes,D
2540,39,Female,80000,No,B
2541,30,Male,72500,No,D
2542,38,Male,76000,No,C
2543,38,Female,67000,No,B
2544,56,Female,90000,No,B
2545,39,Female,85500,Yes,B
2546,28,Female,70500,Yes,B
2547,29,Female,81500,Yes,A
2548,56,Male,68500,No,C
2549,23,Male,88500,No,C
2550,33,Male,78000,No,D
2551,47,Female,83000,No,B
2552,40,Male,84000,No,D
2553,40,Female,94000,No,A
2554,34,Female,86000,No,B
2555,54,Female,73000,No,A
2556,56,Female,88000,No,B
2557,41,Female,85500,Yes,B
2558,48,Female,72000,Yes,B
2559,27,Female,88000,No,B
2560,47,Female,76500,No,A
2561,26,Female,91000,Yes,A
2562,49,Female,82000,No,B
2563,34,Female,94000,No,A
2564,26,Female,55000,No,A
2565,41,Male,95500,Yes,D
2566,32,Female,67000,No,B
2567,49,Female,103000,Yes,A
2568,47,Female,78500,Yes,B
2569,25,Male,68500,Yes,D
2570,59,Female,66000,No,A
2571,37,Male,85000,No,C
2572,27,Male,80500,Yes,D
2573,50,Male,76500,Yes,D
2574,40,Male,67500,No,C
2575,41,Female,88500,No,A
2576,22,Female,90500,No,A
2577,30,Male,66000,Yes,C
2578,32,Male,67000,No,C
2579,33,Female,70000,No,B
2580,22,Female,70000,Yes,A
2581,46,Female,75500,No,B
2582,40,Female,65500,No,A
2583,28,Female,71500,No,B
2584,33,Male,69000,Yes,C
2585,35,Male,75000,No,C
2586,26,Female,65500,No,B
2587,30,Female,54000,No,B
2588,39,Male,104500,Yes,D
2589,39,Female,71000,No,B
2590,40,Male,74500,Yes,D
2591,53,Male,72000,No,C
2592,40,Female,73000,No,B
2593,51,Male,82500,No,D
2594,25,Male,74000,No,C
2595,41,Female,71000,No,B
2596,40,Male,79000,No,C
2597,41,Male,72500,No,C
2598,24,Female,68000,No,B
2599,30,Female,74000,Yes,B
2600,34,Female,90500,No,A
2601,40,Female,61500,No,B
2602,31,Female,80500,Yes,B
2603,33,Male,86500,No,C
2604,48,Male,84000,No,C
2605,44,Female,79000,No,B
2606,21,Male,71000,Yes,D
2607,38,Male,65000,No,C
2608,37,Female,78500,Yes,A
2609,46,Female,61000,No,B
2610,38,Female,76000,No,A
2611,24,Female,55000,No,A
2612,39,Male,83500,No,C
2613,35,Male,80500,No,C
2614,49,Female,89500,No,B
2615,55,Male,68500,Yes,D
2616,27,Female,79500,Yes,B
2617,32,Female,71000,Yes,A
2618,52,Female,106000,Yes,A
2619,27,Female,71500,No,B
2620,26,Female,67500,No,B
2621,28,Female,84500,No,B
2622,31,Female,92500,No,A
2623,29,Female,82500,Yes,B
2624,51,Female,79000,Yes,A
2625,31,Male,84500,No,D
2626,30,Male,72500,Yes,C
2627,47,Female,98000,Yes,A
2628,33,Female,61000,No,B
2629,50,Male,53000,No,C
2630,38,Female,75500,No,B
2631,43,Male,103500,Yes,C
2632,53,Male,67500,Yes,D
2633,19,Male,47500,No,D
2634,39,Female,72000,No,B
2635,33,Female,81500,No,B
2636,42,Male,66000,No,C
2637,25,Male,70500,Yes,D
2638,46,Female,58500,Yes,A
2639,46,Female,77500,No,B
2640,36,Male,60500,Yes,D
2641,47,Female,60500,Yes,B
2642,40,Male,62500,Yes,D
2643,49,Male,59000,No,D
2644,43,Female,69500,Yes,B
2645,45,Female,71000,Yes,B
2646,22,Male,70500,Yes,D
2647,55,Female,82500,No,B
2648,54,Female,88000,No,B
2649,33,Female,75500,Yes,B
2650,33,Male,71500,No,C
2651,26,Male,81000,No,D
2652,51,Male,57000,No,C
2653,39,Male,61500,Yes,D
2654,35,Male,82500,Yes,D
2655,37,Female,70500,No,B
2656,34,Male,74000,No,C
2657,36,Female,85500,No,B
2658,38,Male,77000,Yes,D
2659,55,Female,72500,No,A
2660,44,Female,68500,No,B
2661,50,Female,84000,Yes,B
2662,36,Female,84500,Yes,B
2663,31,Female,75000,Yes,B
2664,38,Male,76500,No,C
2665,40,Female,81000,No,A
2666,20,Male,48500,No,C
2667,36,Female,61000,No,B
2668,41,Male,70000,No,C
2669,27,Female,56500,No,B
2670,27,Male,79500,No,D
2671,39,Female,65000,No,B
2672,30,Female,53000,Yes,B
2673,26,Female,76500,Yes,A
2674,30,Male,89500,No,C
2675,43,Female,93500,Yes,A
2676,43,Male,64000,No,C
2677,41,Female,85000,No,B
2678,29,Male,45500,No,C
2679,44,Female,70000,No,B
2680,38,Male,67000,Yes,D
2681,24,Female,51000,No,B
2682,48,Male,75500,No,C
2683,51,Female,82000,No,B
2684,37,Male,61000,Yes,C
2685,36,Male,58000,No,C
2686,57,Male,71000,Yes,D
2687,47,Female,86500,Yes,B
2688,51,Female,58500,No,B
2689,37,Female,56000,Yes,B
2690,27,Female,64000,No,B
2691,52,Female,92500,No,A
2692,34,Female,71000,No,B
2693,25,Male,56500,No,C
2694,46,Female,94000,No,A
2695,54,Female,62000,Yes,B
2696,36,Male,66500,No,D
2697,54,Male,76500,No,C
2698,32,Male,72000,Yes,D
2699,33,Female,66500,No,B
2700,55,Female,94500,No,A
2701,40,Male,84500,No,D
2702,48,Female,63500,Yes,B
2703,44,Male,75000,Yes,D
2704,45,Female,79500,Yes,A
2705,27,Male,71000,Yes,D
2706,40,Female,89500,No,B
2707,34,Female,82000,Yes,A
2708,46,Male,73000,No,C
2709,40,Male,62000,No,C
2710,33,Male,82000,Yes,C
2711,45,Female,65500,Yes,B
2712,22,Female,81000,No,A
2713,29,Male,66500,No,D
2714,27,Male,71000,Yes,D
2715,43,Female,68000,No,B
2716,34,Female,101000,No,A
2717,39,Male,78000,No,C
2718,36,Male,87000,Yes,C
2719,33,Male,70500,Yes,D
2720,26,Male,75000,No,D
2721,44,Female,67000,Yes,B
2722,30,Male,89500,No,D
2723,22,Female,56500,No,A
2724,50,Male,101500,No,C
2725,35,Male,88000,No,C
2726,40,Female,62500,Yes,B
2727,20,Female,64000,No,B
2728,46,Male,81000,No,C
2729,40,Male,69500,No,C
2730,49,Female,76500,No,B
2731,37,Female,93500,Yes,A
2732,35,Male,85000,No,C
2733,18,Female,63000,No,B
2734,51,Male,84500,No,C
2735,49,Female,89500,No,B
2736,46,Female,84000,No,B
2737,38,Female,83000,No,B
2738,23,Female,61500,Yes,B
2739,37,Male,60000,No,C
2740,54,Female,69500,No,B
2741,35,Male,42500,No,C
2742,47,Female,97500,Yes,A
2743,27,Male,60500,Yes,C
2744,46,Female,89500,No,B
2745,39,Female,88000,Yes,B
2746,29,Female,63500,Yes,B
2747,34,Female,66000,Yes,B
2748,56,Female,83000,No,B
2749,48,Male,82500,No,C
2750,49,Female,80000,No,A
2751,35,Female,72500,No,B
2752,51,Female,93000,No,A
2753,31,Male,65500,Yes,D
2754,26,Male,71000,No,C
2755,29,Male,67000,No,C
2756,45,Female,76500,Yes,B
2757,39,Female,87000,No,B
2758,46,Female,88000,Yes,B
2759,49,Female,83500,No,B
2760,25,Female,69000,Yes,B
2761,54,Male,76500,No,D
2762,36,Male,56500,Yes,D
2763,40,Female,82500,No,A
2764,46,Female,63000,No,B
2765,52,Female,79000,Yes,A
2766,24,Male,79000,No,D
2767,44,Female,91500,Yes,A
2768,55,Male,96000,No,C
2769,33,Female,72000,Yes,B
2770,47,Male,80500,Yes,D
2771,41,Female,82500,Yes,A
2772,46,Female,84000,No,B
2773,25,Female,66000,Yes,B
2774,46,Female,64500,Yes,A
2775,46,Male,84000,Yes,C
2776,22,Male,98000,Yes,D
2777,49,Female,81500,No,B
2778,42,Male,79000,No,D
2779,25,Male,72500,Yes,D
2780,40,Female,65000,No,B
2781,34,Male,60000,Yes,D
2782,34,Female,64500,Yes,B
2783,28,Male,59000,No,C
2784,25,Male,63500,No,C
2785,21,Male,69500,No,C
2786,21,Female,89500,No,B
2787,37,Male,70500,No,C
2788,47,Female,99000,Yes,A
2789,29,Male,87500,Yes,D
2790,30,Male,66500,Yes,D
2791,38,Female,46000,No,A
2792,39,Female,86500,No,B
2793,41,Female,79000,No,B
2794,56,Female,91000,No,A
2795,32,Female,94000,Yes,A
2796,47,Female,66000,No,A
2797,39,Male,105500,Yes,D
2798,46,Male,89000,Yes,C
2799,46,Female,94500,Yes,A
2800,34,Female,72000,No,A
2801,44,Female,75500,No,B
2802,24,Male,89500,No,C
2803,43,Female,60000,No,A
2804,28,Male,88000,Yes,D
2805,37,Female,62500,No,B
2806,48,Female,73000,Yes,B
2807,36,Male,85500,Yes,D
2808,33,Female,86500,No,A
2809,36,Female,71500,No,B
2810,29,Female,60000,No,B
2811,32,Female,59000,No,B
2812,33,Female,95000,No,A
2813,51,Female,84500,No,B
2814,42,Female,75500,Yes,B
2815,50,Female,66000,No,B
2816,42,Female,54500,No,A
2817,48,Female,72000,Yes,B
2818,35,Male,74500,Yes,D
2819,47,Female,80000,No,A
2820,39,Female,89000,No,B
2821,27,Male,83000,Yes,D
2822,31,Female,75500,No,B
2823,26,Female,54000,No,B
2824,21,Male,53500,No,C
2825,24,Female,62000,Yes,B
2826,58,Female,89500,Yes,B
2827,36,Female,65500,No,A
2828,37,Female,86000,No,B
2829,38,Female,100500,Yes,A
2830,56,Female,33000,Yes,B
2831,37,Female,63500,No,A
2832,52,Male,98500,Yes,D
2833,29,Male,75000,Yes,C
2834,42,Female,90500,Yes,A
2835,35,Female,85000,Yes,B
2836,27,Female,57000,No,B
2837,27,Male,66500,Yes,D
2838,47,Female,85500,No,A
2839,21,Male,59000,Yes,D
2840,40,Female,59500,No,A
2841,43,Female,77500,No,B
2842,32,Male,80000,No,C
2843,38,Male,71000,No,C
2844,49,Male,75000,Yes,C
2845,21,Female,59000,No,B
2846,55,Male,89500,No,C
2847,22,Female,45000,No,A
2848,33,Male,65000,No,C
2849,30,Male,60500,Yes,D
2850,49,Female,74000,No,A
2851,42,Female,99000,No,A
2852,36,Female,93000,No,A
2853,42,Male,70500,No,D
2854,50,Female,86000,No,B
2855,43,Female,85500,No,B
2856,45,Female,75500,No,B
2857,37,Female,58500,No,B
2858,47,Female,99500,Yes,A
2859,30,Female,64500,Yes,B
2860,35,Female,70000,Yes,B
2861,35,Male,72000,Yes,D
2862,20,Male,64000,Yes,D
2863,53,Female,72000,No,B
2864,43,Male,78500,No,C
2865,37,Male,88000,No,C
2866,38,Male,51500,Yes,D
2867,46,Male,102500,Yes,D
2868,28,Female,68000,Yes,B
2869,47,Female,84500,No,B
2870,33,Female,85500,Yes,B
2871,47,Male,71500,No,D
2872,28,Female,78500,No,B
2873,32,Female,68000,No,B
2874,54,Male,76000,No,D
2875,33,Female,69000,No,B
2876,37,Male,74000,Yes,D
2877,48,Male,86500,No,C
2878,32,Female,72500,No,B
2879,38,Male,67500,Yes,D
2880,46,Male,92500,Yes,D
2881,41,Female,80000,Yes,A
2882,35,Female,70000,No,B
2883,52,Female,90000,No,B
2884,49,Male,60000,No,D
2885,21,Male,43500,No,C
2886,32,Male,63500,No,D
2887,47,Female,78000,Yes,A
2888,40,Female,78500,Yes,A
2889,46,Female,84500,Yes,A
2890,28,Male,73500,No,D
2891,44,Male,90000,No,C
2892,45,Male,89500,Yes,D
2893,43,Male,77000,No,C
2894,38,Female,54000,No,B
2895,27,Male,71000,Yes,C
2896,23,Female,68000,Yes,B
2897,48,Female,93000,Yes,A
2898,52,Male,97500,No,C
2899,48,Male,83500,Yes,C
2900,36,Female,96500,No,A
2901,45,Female,68000,No,A
2902,51,Female,71500,Yes,A
2903,26,Male,63500,No,C
2904,31,Female,43000,Yes,B
2905,37,Male,84500,Yes,C
2906,29,Female,63000,No,B
2907,35,Female,92000,Yes,A
2908,43,Female,78000,No,B
2909,36,Male,66500,Yes,D
2910,55,Male,64500,No,C
2911,25,Male,49500,No,C
2912,29,Female,69000,Yes,B
2913,22,Male,78500,No,C
2914,33,Female,65500,No,B
2915,46,Female,69000,Yes,B
2916,26,Female,70000,No,A
2917,40,Male,88000,No,C
2918,45,Male,67000,No,C
2919,22,Male,64500,No,D
2920,49,Female,70000,Yes,A
2921,37,Male,72500,Yes,D
2922,25,Male,57000,Yes,D
2923,38,Male,76500,No,C
2924,50,Female,72500,Yes,B
2925,22,Male,80500,No,C
2926,25,Female,59500,No,B
2927,35,Female,82000,Yes,B
2928,34,Male,73000,Yes,D
2929,47,Female,51000,No,A
2930,40,Male,79000,No,C
2931,52,Male,79500,No,D
2932,40,Female,75000,No,B
2933,28,Female,60000,Yes,B
2934,45,Female,99000,No,A
2935,52,Female,52000,No,B
2936,22,Female,77500,No,A
2937,26,Male,79000,Yes,C
2938,29,Female,82000,No,B
2939,28,Female,63500,No,B
2940,55,Male,63500,No,C
2941,30,Female,79000,Yes,B
2942,29,Female,75500,No,B
2943,58,Female,81500,Yes,B
2944,41,Male,78000,No,C
2945,36,Male,80000,No,C
2946,29,Female,75000,No,B
2947,29,Female,70000,No,B
2948,37,Female,81500,No,A
2949,48,Female,75000,No,B
2950,33,Male,47500,No,C
2951,36,Male,80500,No,C
2952,23,Female,57500,Yes,B
2953,42,Female,80000,No,B
2954,51,Female,65500,No,A
2955,31,Male,72500,Yes,D
2956,30,Female,74500,Yes,B
2957,40,Female,81000,No,B
2958,57,Female,92000,No,A
2959,32,Male,58000,No,C
2960,52,Male,72000,Yes,C
2961,33,Female,42500,No,B
2962,38,Male,59500,No,C
2963,32,Female,71000,No,B
2964,35,Male,74000,Yes,D
2965,49,Male,83500,No,D
2966,33,Male,66000,Yes,C
2967,43,Female,73000,No,B
2968,34,Female,84000,No,B
2969,25,Male,46000,No,C
2970,36,Female,82500,No,B
2971,55,Female,83500,No,A
2972,47,Female,82000,Yes,A
2973,41,Male,86500,Yes,D
2974,49,Male,79000,No,C
2975,35,Male,76000,No,C
2976,47,Male,64000,No,C
2977,49,Male,95000,No,C
2978,50,Female,90500,No,A
2979,28,Female,75000,Yes,B
2980,22,Male,46000,Yes,C
2981,49,Female,67000,No,B
2982,38,Male,95500,Yes,D
2983,36,Female,105000,No,A
2984,34,Female,60500,No,B
2985,49,Male,81500,No,C
2986,48,Male,85500,Yes,D
2987,53,Female,63000,No,A
2988,38,Female,96500,Yes,A
2989,33,Female,93000,Yes,A
2990,29,Female,71500,Yes,B
2991,22,Female,61500,No,B
2992,39,Male,84000,No,C
2993,31,Female,73000,No,B
2994,34,Female,73000,Yes,A
2995,26,Male,54500,No,C
2996,40,Male,84500,No,D
2997,52,Female,96500,Yes,A
2998,24,Female,77000,Yes,B
2999,37,Male,91500,Yes,D
3000,59,Male,82500,No,D
3001,30,Male,72000,Yes,C
3002,40,Male,77000,Yes,D
3003,54,Male,79500,No,C
3004,47,Male,69500,No,C
3005,34,Female,93500,No,A
3006,38,Male,64000,No,C
3007,46,Male,97500,No,C
3008,44,Female,62000,Yes,B
3009,48,Female,62000,No,B
3010,41,Male,66000,No,D
3011,30,Female,71500,Yes,A
3012,25,Male,79500,No,C
3013,49,Male,102500,Yes,D
3014,24,Female,62000,No,B
3015,18,Male,74000,No,D
3016,30,Male,77500,No,D
3017,19,Female,72500,Yes,A
3018,23,Male,68500,No,D
3019,52,Male,77500,Yes,D
3020,31,Male,63500,No,D
3021,52,Male,77000,No,C
3022,37,Male,86500,No,C
3023,49,Female,80000,Yes,B
3024,32,Female,69000,No,B
3025,59,Male,73500,No,D
3026,39,Female,55000,No,B
3027,41,Female,64000,No,B
3028,46,Female,71000,Yes,B
3029,42,Male,92500,No,C
3030,41,Female,60500,Yes,A
3031,46,Male,77500,Yes,C
3032,32,Male,54000,No,D
3033,36,Female,89000,No,B
3034,36,Male,73000,No,C
3035,44,Female,67500,No,B
3036,49,Female,71000,No,B
3037,56,Male,81500,No,C
3038,29,Female,77500,No,B
3039,55,Male,80000,No,D
3040,32,Female,64000,No,B
3041,41,Female,58000,No,B
3042,48,Female,97500,No,A
3043,25,Female,78000,No,A
3044,40,Female,89000,Yes,B
3045,34,Male,92000,No,D
3046,35,Male,66500,Yes,D
3047,46,Female,92500,Yes,A
3048,30,Female,71000,No,B
3049,30,Male,69000,Yes,D
3050,38,Female,82000,No,B
3051,54,Female,85500,No,B
3052,31,Male,67000,No,D
3053,35,Female,75000,Yes,B
3054,31,Male,74000,Yes,D
3055,48,Male,64500,Yes,C
3056,43,Female,51000,No,B
3057,27,Male,64500,Yes,D
3058,43,Female,66000,Yes,B
3059,42,Male,85500,Yes,D
3060,25,Female,72000,No,A
3061,45,Male,88000,Yes,D
3062,35,Male,62500,No,D
3063,35,Male,66500,Yes,D
3064,32,Male,80000,No,D
3065,23,Female,74500,Yes,B
3066,27,Female,62500,No,A
3067,33,Male,59000,Yes,D
3068,48,Female,82000,No,B
3069,28,Female,76500,No,B
3070,37,Female,66000,Yes,B
3071,54,Female,99500,Yes,A
3072,36,Female,88000,Yes,B
3073,39,Male,84000,No,C
3074,27,Male,67500,Yes,C
3075,52,Male,59500,No,C
3076,32,Female,48500,No,B
3077,31,Male,60500,No,D
3078,55,Female,53000,No,B
3079,31,Female,66500,Yes,B
3080,36,Female,70000,Yes,B
3081,46,Female,78000,Yes,A
3082,23,Female,62500,No,B
3083,48,Male,68500,Yes,D
3084,42,Male,75500,No,D
3085,30,Female,71000,Yes,B
3086,38,Female,88000,Yes,B
3087,28,Female,75500,Yes,B
